Measure,Industry,Region,Quarter,Value,Flags
"Total filled jobs","Retail trade","Otago","Mar-08",10160,
"Total filled jobs","Retail trade","Wellington","Mar-08",21670,
"Total filled jobs","Retail trade","Taranaki","Mar-08",4740,
"Total filled jobs","Retail trade","Canterbury","Mar-08",26050,
"Total filled jobs","Retail trade","Total region","Mar-08",190710,
"Total filled jobs","Retail trade","Southland","Mar-08",4380,
"Total filled jobs","Retail trade","Northland","Mar-08",6420,
"Total filled jobs","Retail trade","Bay of Plenty","Mar-08",12540,
"Total filled jobs","Retail trade","Hawke's Bay","Mar-08",7080,
"Total filled jobs","Retail trade","Auckland","Mar-08",60000,
"Total filled jobs","Retail trade","Gisborne","Mar-08",1720,
"Total filled jobs","Retail trade","Waikato","Mar-08",17170,
"Total filled jobs","Wholesale trade","Total region","Mar-08",103360,
"Total filled jobs","Wholesale trade","Southland","Mar-08",1510,
"Total filled jobs","Wholesale trade","Otago","Mar-08",2950,
"Total filled jobs","Wholesale trade","Canterbury","Mar-08",13340,
"Total filled jobs","Financial and insurance services","Gisborne","Mar-07",200,
"Total filled jobs","Financial and insurance services","Northland","Mar-07",810,
"Total filled jobs","Financial and insurance services","Hawke's Bay","Mar-07",1060,
"Total filled jobs","Financial and insurance services","Waikato","Mar-07",2590,
"Total filled jobs","Financial and insurance services","Auckland","Mar-07",21810,
"Total filled jobs","Transport, storage, information media, and telecommunications","Wellington","Mar-07",14880,
"Total filled jobs","Transport, storage, information media, and telecommunications","Tasman, Nelson, Marlborough, West Coast","Mar-07",3750,
"Total filled jobs","Transport, storage, information media, and telecommunications","Canterbury","Mar-07",15910,
"Total filled jobs","Transport, storage, information media, and telecommunications","Hawke's Bay","Mar-07",2920,
"Total filled jobs","Transport, storage, information media, and telecommunications","Bay of Plenty","Mar-07",5400,
"Total filled jobs","Transport, storage, information media, and telecommunications","Manawatu-Wanganui","Mar-07",3860,
"Total filled jobs","Transport, storage, information media, and telecommunications","Gisborne","Mar-07",750,
"Total filled jobs","Transport, storage, information media, and telecommunications","Taranaki","Mar-07",2470,
"Total filled jobs","Transport, storage, information media, and telecommunications","Waikato","Mar-07",7560,
"Total filled jobs","Transport, storage, information media, and telecommunications","Auckland","Mar-07",47690,
"Total filled jobs","Transport, storage, information media, and telecommunications","Northland","Mar-07",2130,
"Total filled jobs","Transport, storage, information media, and telecommunications","Southland","Mar-07",2600,
"Total filled jobs","Transport, storage, information media, and telecommunications","Total region","Mar-07",114740,
"Total filled jobs","Accommodation and food services","Total region","Mar-07",117440,
"Total filled jobs","Transport, storage, information media, and telecommunications","Otago","Mar-07",4820,
"Total filled jobs","Accommodation and food services","Southland","Mar-07",3030,
"Total filled jobs","Accommodation and food services","Tasman, Nelson, Marlborough, West Coast","Mar-07",6290,
"Total filled jobs","Accommodation and food services","Canterbury","Mar-07",16670,
"Total filled jobs","Accommodation and food services","Manawatu-Wanganui","Mar-07",5400,
"Total filled jobs","Accommodation and food services","Hawke's Bay","Mar-07",3900,
"Total filled jobs","Accommodation and food services","Bay of Plenty","Mar-07",7470,
"Total filled jobs","Accommodation and food services","Gisborne","Mar-07",1020,
"Total filled jobs","Accommodation and food services","Taranaki","Mar-07",2720,
"Total filled jobs","Accommodation and food services","Otago","Mar-07",9150,
"Total filled jobs","Accommodation and food services","Wellington","Mar-07",13850,
"Total filled jobs","Accommodation and food services","Auckland","Mar-07",33590,
"Total filled jobs","Accommodation and food services","Northland","Mar-07",3900,
"Total filled jobs","Retail trade","Tasman, Nelson, Marlborough, West Coast","Mar-07",7910,
"Total filled jobs","Accommodation and food services","Waikato","Mar-07",10440,
"Total filled jobs","Retail trade","Manawatu-Wanganui","Mar-07",10480,
"Total filled jobs","Retail trade","Otago","Mar-07",9890,
"Total filled jobs","Retail trade","Wellington","Mar-07",21490,
"Total filled jobs","Retail trade","Taranaki","Mar-07",4790,
"Total filled jobs","Retail trade","Canterbury","Mar-07",25420,
"Total filled jobs","Retail trade","Total region","Mar-07",185640,
"Total filled jobs","Retail trade","Southland","Mar-07",4330,
"Total filled jobs","Retail trade","Northland","Mar-07",6310,
"Total filled jobs","Retail trade","Bay of Plenty","Mar-07",12350,
"Total filled jobs","Retail trade","Hawke's Bay","Mar-07",7040,
"Total filled jobs","Retail trade","Auckland","Mar-07",57280,
"Total filled jobs","Retail trade","Gisborne","Mar-07",1740,
"Total filled jobs","Retail trade","Waikato","Mar-07",16630,
"Total filled jobs","Wholesale trade","Total region","Mar-07",99570,
"Total filled jobs","Wholesale trade","Southland","Mar-07",1490,
"Total filled jobs","Wholesale trade","Otago","Mar-07",2860,
"Total filled jobs","Wholesale trade","Canterbury","Mar-07",12690,
"Total filled jobs","Financial and insurance services","Gisborne","Mar-06",190,
"Total filled jobs","Financial and insurance services","Northland","Mar-06",710,
"Total filled jobs","Financial and insurance services","Hawke's Bay","Mar-06",1010,
"Total filled jobs","Financial and insurance services","Waikato","Mar-06",2630,
"Total filled jobs","Financial and insurance services","Auckland","Mar-06",20610,
"Total filled jobs","Transport, storage, information media, and telecommunications","Wellington","Mar-06",15290,
"Total filled jobs","Transport, storage, information media, and telecommunications","Tasman, Nelson, Marlborough, West Coast","Mar-06",3900,
"Total filled jobs","Transport, storage, information media, and telecommunications","Canterbury","Mar-06",16080,
"Total filled jobs","Transport, storage, information media, and telecommunications","Hawke's Bay","Mar-06",2800,
"Total filled jobs","Transport, storage, information media, and telecommunications","Bay of Plenty","Mar-06",5400,
"Total filled jobs","Transport, storage, information media, and telecommunications","Manawatu-Wanganui","Mar-06",3890,
"Total filled jobs","Transport, storage, information media, and telecommunications","Gisborne","Mar-06",760,
"Total filled jobs","Transport, storage, information media, and telecommunications","Taranaki","Mar-06",2340,
"Total filled jobs","Transport, storage, information media, and telecommunications","Waikato","Mar-06",7580,
"Total filled jobs","Transport, storage, information media, and telecommunications","Auckland","Mar-06",47330,
"Total filled jobs","Transport, storage, information media, and telecommunications","Northland","Mar-06",2190,
"Total filled jobs","Transport, storage, information media, and telecommunications","Southland","Mar-06",2640,
"Total filled jobs","Transport, storage, information media, and telecommunications","Total region","Mar-06",115150,
"Total filled jobs","Accommodation and food services","Total region","Mar-06",113030,
"Total filled jobs","Transport, storage, information media, and telecommunications","Otago","Mar-06",4950,
"Total filled jobs","Accommodation and food services","Southland","Mar-06",2880,
"Total filled jobs","Accommodation and food services","Tasman, Nelson, Marlborough, West Coast","Mar-06",6170,
"Total filled jobs","Accommodation and food services","Canterbury","Mar-06",16080,
"Total filled jobs","Accommodation and food services","Manawatu-Wanganui","Mar-06",5260,
"Total filled jobs","Accommodation and food services","Hawke's Bay","Mar-06",3670,
"Total filled jobs","Accommodation and food services","Bay of Plenty","Mar-06",7140,
"Total filled jobs","Accommodation and food services","Gisborne","Mar-06",1040,
"Total filled jobs","Accommodation and food services","Taranaki","Mar-06",2550,
"Total filled jobs","Accommodation and food services","Otago","Mar-06",8740,
"Total filled jobs","Accommodation and food services","Wellington","Mar-06",13240,
"Total filled jobs","Accommodation and food services","Auckland","Mar-06",32650,
"Total filled jobs","Accommodation and food services","Northland","Mar-06",3740,
"Total filled jobs","Retail trade","Tasman, Nelson, Marlborough, West Coast","Mar-06",7560,
"Total filled jobs","Accommodation and food services","Waikato","Mar-06",9850,
"Total filled jobs","Retail trade","Manawatu-Wanganui","Mar-06",10040,
"Total filled jobs","Retail trade","Otago","Mar-06",9720,
"Total filled jobs","Retail trade","Wellington","Mar-06",20840,
"Total filled jobs","Retail trade","Taranaki","Mar-06",4770,
"Total filled jobs","Retail trade","Canterbury","Mar-06",25190,
"Total filled jobs","Retail trade","Total region","Mar-06",181050,
"Total filled jobs","Retail trade","Southland","Mar-06",4510,
"Total filled jobs","Retail trade","Northland","Mar-06",6030,
"Total filled jobs","Retail trade","Bay of Plenty","Mar-06",11680,
"Total filled jobs","Retail trade","Auckland","Mar-06",56010,
"Total filled jobs","Retail trade","Gisborne","Mar-06",1720,
"Total filled jobs","Retail trade","Hawke's Bay","Mar-06",6750,
"Total filled jobs","Retail trade","Waikato","Mar-06",16220,
"Total filled jobs","Wholesale trade","Total region","Mar-06",99000,
"Total filled jobs","Wholesale trade","Southland","Mar-06",1460,
"Total filled jobs","Wholesale trade","Canterbury","Mar-06",12490,
"Total filled jobs","Wholesale trade","Otago","Mar-06",2740,
"Total filled jobs","Financial and insurance services","Gisborne","Mar-05",170,
"Total filled jobs","Financial and insurance services","Northland","Mar-05",720,
"Total filled jobs","Financial and insurance services","Hawke's Bay","Mar-05",980,
"Total filled jobs","Financial and insurance services","Waikato","Mar-05",2490,
"Total filled jobs","Financial and insurance services","Auckland","Mar-05",20120,
"Total filled jobs","Transport, storage, information media, and telecommunications","Wellington","Mar-05",15080,
"Total filled jobs","Transport, storage, information media, and telecommunications","Southland","Mar-05",2710,
"Total filled jobs","Transport, storage, information media, and telecommunications","Tasman, Nelson, Marlborough, West Coast","Mar-05",3930,
"Total filled jobs","Transport, storage, information media, and telecommunications","Canterbury","Mar-05",15860,
"Total filled jobs","Transport, storage, information media, and telecommunications","Hawke's Bay","Mar-05",3000,
"Total filled jobs","Transport, storage, information media, and telecommunications","Bay of Plenty","Mar-05",5510,
"Total filled jobs","Transport, storage, information media, and telecommunications","Manawatu-Wanganui","Mar-05",4020,
"Total filled jobs","Transport, storage, information media, and telecommunications","Gisborne","Mar-05",810,
"Total filled jobs","Transport, storage, information media, and telecommunications","Taranaki","Mar-05",2310,
"Total filled jobs","Transport, storage, information media, and telecommunications","Waikato","Mar-05",8000,
"Total filled jobs","Transport, storage, information media, and telecommunications","Auckland","Mar-05",46450,
"Total filled jobs","Transport, storage, information media, and telecommunications","Northland","Mar-05",2200,
"Total filled jobs","Transport, storage, information media, and telecommunications","Total region","Mar-05",115060,
"Total filled jobs","Accommodation and food services","Total region","Mar-05",112990,
"Total filled jobs","Transport, storage, information media, and telecommunications","Otago","Mar-05",5180,
"Total filled jobs","Accommodation and food services","Southland","Mar-05",2850,
"Total filled jobs","Accommodation and food services","Tasman, Nelson, Marlborough, West Coast","Mar-05",6340,
"Total filled jobs","Accommodation and food services","Canterbury","Mar-05",16480,
"Total filled jobs","Accommodation and food services","Manawatu-Wanganui","Mar-05",5490,
"Total filled jobs","Accommodation and food services","Hawke's Bay","Mar-05",3780,
"Total filled jobs","Accommodation and food services","Bay of Plenty","Mar-05",7400,
